DateTime,water_gwh,water_scaled_gwh,date,hour,month,variable,indicator_source,indicator_type,target_source,target_type,kind
2025-07-28 22:00:00,3.90058,4.358603408489034,2025-07-28,22,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-28 23:00:00,3.70777,4.143152802889157,2025-07-28,23,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 00:00:00,3.5529,4.00071125884263,2025-07-29,0,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 01:00:00,3.4910799999999997,3.931099400917652,2025-07-29,1,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 02:00:00,3.52865,3.973404763296193,2025-07-29,2,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 03:00:00,3.93514,4.431129191117674,2025-07-29,3,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 04:00:00,4.7791999999999994,5.381575402702213,2025-07-29,4,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 05:00:00,4.0229800000000004,4.530040637253715,2025-07-29,5,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 06:00:00,3.72058,4.18952582268702,2025-07-29,6,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 07:00:00,3.4350499999999995,3.8680073206922154,2025-07-29,7,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 08:00:00,3.2630999999999997,3.6743845615495463,2025-07-29,8,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 09:00:00,3.1248,3.51865308385585,2025-07-29,9,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 10:00:00,3.1115700000000004,3.5037555607185573,2025-07-29,10,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 11:00:00,3.0539799999999997,3.4389068564497207,2025-07-29,11,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 12:00:00,3.1150700000000002,3.5076967044056717,2025-07-29,12,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 13:00:00,3.05917,3.444751009517185,2025-07-29,13,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 14:00:00,3.1494999999999997,3.5464662978763433,2025-07-29,14,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 15:00:00,3.3209700000000004,3.739548557313352,2025-07-29,15,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 16:00:00,4.23122,4.764527426226494,2025-07-29,16,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 17:00:00,6.8369800000000005,7.698720161693795,2025-07-29,17,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 18:00:00,7.85553,8.845649276696795,2025-07-29,18,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 19:00:00,8.16818,9.197706012061467,2025-07-29,19,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 20:00:00,7.7128,8.684929437136264,2025-07-29,20,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 21:00:00,6.4417800000000005,7.2537087373658915,2025-07-29,21,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 22:00:00,4.6372800000000005,5.221767656394987,2025-07-29,22,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-29 23:00:00,3.68844,4.153334863228773,2025-07-29,23,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 00:00:00,3.21117,4.073820300367105,2025-07-30,0,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 01:00:00,3.2657599999999998,4.1430753850238,2025-07-30,1,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 02:00:00,3.2886699999999998,4.172139938778789,2025-07-30,2,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 03:00:00,4.46143,5.659950766439277,2025-07-30,3,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 04:00:00,6.08817,7.72369900630798,2025-07-30,4,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 05:00:00,6.0335399999999995,7.6543931760314585,2025-07-30,5,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 06:00:00,4.8619,6.168003225726084,2025-07-30,6,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 07:00:00,3.7707,4.783662716889558,2025-07-30,7,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 08:00:00,2.79586,3.54694121612508,2025-07-30,8,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 09:00:00,2.7151999999999994,3.444612673747189,2025-07-30,9,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 10:00:00,2.61728,3.3203873964146453,2025-07-30,10,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 11:00:00,2.57063,3.261205317293289,2025-07-30,11,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 12:00:00,2.7173999999999996,3.447403682837585,2025-07-30,12,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 13:00:00,2.6546999999999996,3.367859923761293,2025-07-30,13,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 14:00:00,3.03963,3.8561977097459375,2025-07-30,14,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 15:00:00,3.1655200000000003,4.015906861741383,2025-07-30,15,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 16:00:00,4.46077,5.659113463712158,2025-07-30,16,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 17:00:00,6.85817,8.700552187946657,2025-07-30,17,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 18:00:00,7.7658000000000005,9.85200836099953,2025-07-30,18,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 19:00:00,8.01087,10.162914087264713,2025-07-30,19,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 20:00:00,7.2273,9.168845454100273,2025-07-30,20,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 21:00:00,5.85712,7.430579619791595,2025-07-30,21,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 22:00:00,4.24574,5.38631769793584,2025-07-30,22,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-30 23:00:00,3.07448,3.9004098310188047,2025-07-30,23,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 00:00:00,2.98943,3.74072801689962,2025-07-31,0,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 01:00:00,2.94492,3.6850318460469156,2025-07-31,1,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 02:00:00,2.9898999999999996,3.7413161364300795,2025-07-31,2,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 03:00:00,3.49513,4.373519605311504,2025-07-31,3,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 04:00:00,5.81602,7.277691386267124,2025-07-31,4,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 05:00:00,6.28735,7.867475169866438,2025-07-31,5,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 06:00:00,4.6946699999999995,5.87452577886023,2025-07-31,6,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 07:00:00,3.2422000000000004,4.057023705653569,2025-07-31,7,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 08:00:00,2.7786699999999995,3.477000203623589,2025-07-31,8,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 09:00:00,2.71297,3.394788601174191,2025-07-31,9,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 10:00:00,2.7996000000000003,3.5031902925013054,2025-07-31,10,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 11:00:00,2.7184,3.401583258728228,2025-07-31,11,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 12:00:00,2.88063,3.6045846021888965,2025-07-31,12,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 13:00:00,2.97607,3.724010406416759,2025-07-31,13,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 14:00:00,2.9535700000000005,3.695855748043678,2025-07-31,14,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 15:00:00,3.41748,4.276354750970624,2025-07-31,15,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 16:00:00,5.1450700000000005,6.43811947358183,2025-07-31,16,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 17:00:00,7.3119700000000005,9.14960077263208,2025-07-31,17,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 18:00:00,7.824960000000001,9.791514470356843,2025-07-31,18,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 19:00:00,8.26268,10.339241450937521,2025-07-31,19,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 20:00:00,7.143730000000001,8.939079007090424,2025-07-31,20,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 21:00:00,5.56776,6.96703914236929,2025-07-31,21,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 22:00:00,4.79433,5.999232145680734,2025-07-31,22,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-07-31 23:00:00,3.7412499999999995,4.681494028368519,2025-07-31,23,7,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 00:00:00,3.19265,4.199338012836287,2025-08-01,0,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 01:00:00,3.11173,4.092902784421423,2025-08-01,1,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 02:00:00,3.29142,4.32925160046031,2025-08-01,2,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 03:00:00,4.24403,5.582233099969488,2025-08-01,3,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 04:00:00,5.31728,6.993894109562317,2025-08-01,4,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 05:00:00,6.04653,7.9530870201102495,2025-08-01,5,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 06:00:00,4.9824,6.553421676399077,2025-08-01,6,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 07:00:00,3.8240999999999996,5.029893190574363,2025-08-01,7,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 08:00:00,3.0781599999999996,4.048747685337303,2025-08-01,8,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 09:00:00,2.4433300000000004,3.2137467454632627,2025-08-01,9,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 10:00:00,2.40497,3.163291291162791,2025-08-01,10,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 11:00:00,2.3628199999999997,3.1078507958873764,2025-08-01,11,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 12:00:00,2.5102,3.3017018087863206,2025-08-01,12,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 13:00:00,2.51982,3.314355131788681,2025-08-01,13,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 14:00:00,2.66798,3.5092320897959235,2025-08-01,14,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 15:00:00,3.03574,3.9929520552167097,2025-08-01,15,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 16:00:00,3.9246800000000004,5.162187496975339,2025-08-01,16,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 17:00:00,6.10815,8.034136683665908,2025-08-01,17,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 18:00:00,7.67947,10.100916257477605,2025-08-01,18,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 19:00:00,6.91087,9.089965731530205,2025-08-01,19,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 20:00:00,6.0138300000000005,7.910076244416158,2025-08-01,20,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 21:00:00,4.90647,6.4535498660488475,2025-08-01,21,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 22:00:00,4.12268,5.422619716774435,2025-08-01,22,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-01 23:00:00,3.45214,4.5406489053396575,2025-08-01,23,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 00:00:00,3.1306000000000003,3.84971801454829,2025-08-02,0,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 01:00:00,2.99288,3.6803628861500304,2025-08-02,1,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 02:00:00,2.9711999999999996,3.653702857224135,2025-08-02,2,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 03:00:00,3.00538,3.6957342127908834,2025-08-02,3,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 04:00:00,3.04525,3.7447625962445468,2025-08-02,4,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 05:00:00,2.98982,3.6765999853883495,2025-08-02,5,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 06:00:00,2.9906699999999997,3.677645235599927,2025-08-02,6,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 07:00:00,2.86545,3.523661433842521,2025-08-02,7,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 08:00:00,2.7268699999999995,3.3532487581713704,2025-08-02,8,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 09:00:00,2.77967,3.418177241902333,2025-08-02,9,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 10:00:00,2.7667200000000003,3.40225254750241,2025-08-02,10,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 11:00:00,2.6808799999999997,3.2966945731943453,2025-08-02,11,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 12:00:00,2.7173000000000003,3.3414804704951346,2025-08-02,12,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 13:00:00,2.7763,3.4140331322399593,2025-08-02,13,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 14:00:00,2.9575,3.6368558832257607,2025-08-02,14,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 15:00:00,2.99798,3.6866343874194984,2025-08-02,15,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 16:00:00,3.2171800000000004,3.956185971393493,2025-08-02,16,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 17:00:00,3.78664,4.656454424905492,2025-08-02,17,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 18:00:00,4.4607,5.4853501397481494,2025-08-02,18,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 19:00:00,4.8534,5.968255737497179,2025-08-02,19,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 20:00:00,4.6690000000000005,5.74149792689132,2025-08-02,20,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-02 21:00:00,3.7344,4.592214576608041,2025-08-02,21,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
