DateTime,water_gwh,water_benchmarked_gwh,date,hour,month,variable,indicator_source,indicator_type,target_source,target_type,kind
2025-08-07 08:00:00,2.5248,2.718758755852648,2025-08-07,8,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 09:00:00,2.4508199999999998,2.614179691113224,2025-08-07,9,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 10:00:00,2.3126200000000003,2.4188106294109133,2025-08-07,10,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 11:00:00,2.3188400000000002,2.427588846384654,2025-08-07,11,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 12:00:00,2.2777499999999997,2.369471633798734,2025-08-07,12,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 13:00:00,2.4017,2.5446279205460205,2025-08-07,13,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 14:00:00,2.65685,2.905188819004085,2025-08-07,14,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 15:00:00,3.1715299999999997,3.632502069623606,2025-08-07,15,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 16:00:00,4.2347399999999995,5.134979847485629,2025-08-07,16,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 17:00:00,7.869199999999999,10.271747067964904,2025-08-07,17,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 18:00:00,8.80512,11.592757892782807,2025-08-07,18,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 19:00:00,8.337430000000001,10.92754796158641,2025-08-07,19,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 20:00:00,7.810930000000001,10.175133435394361,2025-08-07,20,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 21:00:00,5.812430000000001,7.333716498236637,2025-08-07,21,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 22:00:00,4.1371,4.932866741922017,2025-08-07,22,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-07 23:00:00,3.5769,4.075847310909406,2025-08-07,23,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 00:00:00,3.1433299999999997,3.332732461329332,2025-08-08,0,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 01:00:00,3.03375,3.1127233354078236,2025-08-08,1,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 02:00:00,2.9377299999999997,2.9444348034269803,2025-08-08,2,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 03:00:00,4.11866,4.5975579743193915,2025-08-08,3,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 04:00:00,5.8373,7.0189425475986695,2025-08-08,4,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 05:00:00,5.85703,7.042764803621753,2025-08-08,5,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 06:00:00,5.2216,6.142467505753448,2025-08-08,6,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 07:00:00,3.96543,4.365690871727681,2025-08-08,7,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 08:00:00,3.07602,3.1078872313174335,2025-08-08,8,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 09:00:00,2.83782,2.7709106990453414,2025-08-08,9,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 10:00:00,2.76794,2.6720082756327352,2025-08-08,10,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 11:00:00,2.9097399999999998,2.8724160376579455,2025-08-08,11,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 12:00:00,2.9059199999999996,2.8670211759230906,2025-08-08,12,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 13:00:00,3.0103699999999995,3.014733007239032,2025-08-08,13,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 14:00:00,3.0935200000000003,3.1324164437681423,2025-08-08,14,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 15:00:00,3.7354,4.040089753114739,2025-08-08,15,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 16:00:00,5.39203,6.382542832627582,2025-08-08,16,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 17:00:00,7.67882,9.61640240856531,2025-08-08,17,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 18:00:00,8.53023,10.822349055210227,2025-08-08,18,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 19:00:00,8.036999999999999,10.12983926931693,2025-08-08,19,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 20:00:00,6.76897,8.346784057765502,2025-08-08,20,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 21:00:00,5.8441399999999994,7.058358105763696,2025-08-08,21,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 22:00:00,4.40194,5.057504283198623,2025-08-08,22,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-08 23:00:00,4.0610800000000005,4.6514230606686375,2025-08-08,23,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 00:00:00,3.7893499999999998,4.418835113014317,2025-08-09,0,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 01:00:00,3.5680500000000004,4.1817675813034905,2025-08-09,1,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 02:00:00,3.4146,4.002730390748601,2025-08-09,2,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 03:00:00,3.5026,4.146072065355112,2025-08-09,3,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 04:00:00,3.6305,4.336346410008751,2025-08-09,4,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 05:00:00,3.3961799999999998,4.009839710052682,2025-08-09,5,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 06:00:00,2.92717,3.3491999254752507,2025-08-09,6,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 07:00:00,2.7916000000000003,3.1587366867506885,2025-08-09,7,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 08:00:00,2.73913,3.0851530116456813,2025-08-09,8,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 09:00:00,2.6521000000000003,2.9624158706355344,2025-08-09,9,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 10:00:00,2.64315,2.949902204097511,2025-08-09,10,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 11:00:00,2.6520799999999998,2.9625806048205683,2025-08-09,11,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 12:00:00,2.685,3.009115695761742,2025-08-09,12,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 13:00:00,2.39085,2.59323744652483,2025-08-09,13,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 14:00:00,2.8026700000000004,3.1752535934623,2025-08-09,14,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 15:00:00,2.8904500000000004,3.299037684669356,2025-08-09,15,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 16:00:00,3.32883,3.918129365820206,2025-08-09,16,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 17:00:00,4.59453,5.706126806378427,2025-08-09,17,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 18:00:00,6.36627,8.208241212306149,2025-08-09,18,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 19:00:00,5.749750000000001,7.331765207321613,2025-08-09,19,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 20:00:00,4.790150000000001,5.965355958033358,2025-08-09,20,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 21:00:00,4.4077,5.404934308726234,2025-08-09,21,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 22:00:00,3.05598,3.4545441008144033,2025-08-09,22,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-09 23:00:00,2.8404000000000003,3.0706790462731055,2025-08-09,23,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 00:00:00,2.8784199999999998,2.966196188731795,2025-08-10,0,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 01:00:00,2.8656800000000002,2.869071996133782,2025-08-10,1,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 02:00:00,2.89117,2.865548201181624,2025-08-10,2,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 03:00:00,2.8753499999999996,2.8234059919759034,2025-08-10,3,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 04:00:00,2.9551700000000003,2.9263528153941225,2025-08-10,4,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 05:00:00,2.9058300000000004,2.85165988542092,2025-08-10,5,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 06:00:00,2.72168,2.588867994070635,2025-08-10,6,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 07:00:00,2.70073,2.5580173495699436,2025-08-10,7,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 08:00:00,2.7238000000000007,2.5900138982128,2025-08-10,8,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 09:00:00,2.66456,2.505965709986513,2025-08-10,9,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 10:00:00,2.6762300000000003,2.52231693841476,2025-08-10,10,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 11:00:00,2.7084999999999995,2.5678748988516253,2025-08-10,11,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 12:00:00,2.71432,2.5760983121251897,2025-08-10,12,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 13:00:00,2.7693700000000003,2.6539687950698463,2025-08-10,13,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 14:00:00,2.86194,2.784957786401246,2025-08-10,14,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 15:00:00,3.2679,3.35910819916476,2025-08-10,15,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 16:00:00,4.16587,4.629059194498034,2025-08-10,16,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 17:00:00,6.61883,8.097748486802384,2025-08-10,17,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 18:00:00,7.29814,9.060262987733037,2025-08-10,18,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 19:00:00,7.698259999999999,9.63032781426284,2025-08-10,19,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 20:00:00,6.073080000000001,7.341809609019283,2025-08-10,20,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 21:00:00,4.9542,5.777899111125108,2025-08-10,21,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 22:00:00,3.5975699999999997,3.895670697556265,2025-08-10,22,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-10 23:00:00,2.9545700000000004,3.0577971382975475,2025-08-10,23,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 00:00:00,2.8366200000000004,3.033241453959618,2025-08-11,0,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 01:00:00,2.92721,3.2323932656194727,2025-08-11,1,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 02:00:00,2.9359200000000003,3.2802514294713236,2025-08-11,2,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 03:00:00,3.7842800000000003,4.497291817127696,2025-08-11,3,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 04:00:00,4.9982,6.222212522194047,2025-08-11,4,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 05:00:00,4.424040000000001,5.415004829022637,2025-08-11,5,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 06:00:00,3.33911,3.8835347112014635,2025-08-11,6,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 07:00:00,2.7215100000000003,3.011584562061677,2025-08-11,7,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 08:00:00,2.5594500000000004,2.7830417782137085,2025-08-11,8,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 09:00:00,2.5342000000000002,2.7476149367596534,2025-08-11,9,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 10:00:00,2.54253,2.7595086022211515,2025-08-11,10,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 11:00:00,2.57354,2.803373259972526,2025-08-11,11,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 12:00:00,2.55225,2.77322885982899,2025-08-11,12,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 13:00:00,2.71028,2.996476457099072,2025-08-11,13,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 14:00:00,2.80673,3.132498166745025,2025-08-11,14,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 15:00:00,3.3638799999999995,3.9194435721693033,2025-08-11,15,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 16:00:00,6.68984,8.619798474791052,2025-08-11,16,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 17:00:00,8.53877,11.230850635473862,2025-08-11,17,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 18:00:00,9.010530000000001,11.892439144061667,2025-08-11,18,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 19:00:00,8.71068,11.457949273150588,2025-08-11,19,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 20:00:00,5.48723,6.879955425476925,2025-08-11,20,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 21:00:00,3.94182,4.652864546586556,2025-08-11,21,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 22:00:00,3.77536,4.3326479280806325,2025-08-11,22,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-11 23:00:00,3.4782200000000003,3.7427943487112425,2025-08-11,23,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-12 00:00:00,3.4119,3.309427659091829,2025-08-12,0,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-12 01:00:00,3.34742,3.0484694025937724,2025-08-12,1,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-12 02:00:00,3.38008,3.0097349177346198,2025-08-12,2,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-12 03:00:00,4.43388,4.456967191424709,2025-08-12,3,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-12 04:00:00,6.171899999999999,6.892659839870076,2025-08-12,4,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-12 05:00:00,5.612030000000001,6.09059750582819,2025-08-12,5,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-12 06:00:00,4.36378,4.320726588216332,2025-08-12,6,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
2025-08-12 07:00:00,3.5746600000000006,3.2025493546672896,2025-08-12,7,8,Water,ENTSO-E,"Hydro Run-of-river and poundage, Hydro Water Reservoir, Hydro Pumped Storage",SFOE,"Flusskraft, Speicherkraft",aggregate
